episode_id,step,dist_pred,wp_norm,dist_mean,wp_mean,dist_trend,wp_trend,true_dist_m,label_stop
kujiale_0092_kujiale_0092_91_1,0,0.338723748922348,0.19637441635131836,0.338723748922348,0.19637441635131836,0.0,0.0,7.9086737632751465,0
kujiale_0092_kujiale_0092_91_1,1,0.47244277596473694,0.13533689081668854,0.4055832624435425,0.16585564613342285,0.13371902704238892,-0.06103752553462982,7.79295015335083,0
kujiale_0092_kujiale_0092_91_1,2,0.3514156639575958,0.09993240982294083,0.38752737641334534,0.14388123154640198,0.012691915035247803,-0.09644200652837753,7.708324909210205,0
kujiale_0092_kujiale_0092_91_1,3,0.4285668730735779,0.08970969915390015,0.4174751043319702,0.10832633823156357,-0.04387590289115906,-0.04562719166278839,7.63299036026001,0
kujiale_0092_kujiale_0092_91_1,4,0.4503720700740814,0.1564827859401703,0.4101182222366333,0.11537496000528336,0.0989564061164856,0.05655037611722946,7.501469612121582,0
kujiale_0092_kujiale_0092_91_1,5,0.6017645597457886,0.19170814752578735,0.4935678243637085,0.14596687257289886,0.1731976866722107,0.10199844837188721,7.340331077575684,0
kujiale_0092_kujiale_0092_91_1,6,0.496747225522995,0.24358992278575897,0.5162946581840515,0.1972602754831314,0.046375155448913574,0.08710713684558868,7.138499736785889,0
kujiale_0092_kujiale_0092_91_1,7,0.5350441336631775,0.24824431538581848,0.5445186495780945,0.22784745693206787,-0.06672042608261108,0.05653616786003113,6.9348297119140625,0
kujiale_0092_kujiale_0092_91_1,8,0.4743495285511017,0.20089367032051086,0.5020469427108765,0.2309093028306961,-0.02239769697189331,-0.04269625246524811,6.771730899810791,0
kujiale_0092_kujiale_0092_91_1,9,0.48488083481788635,0.20787331461906433,0.4980914890766144,0.21900375187397003,-0.05016329884529114,-0.04037100076675415,6.605391025543213,0
kujiale_0092_kujiale_0092_91_1,10,0.4911200702190399,0.16664005815982819,0.48345014452934265,0.19180233776569366,0.016770541667938232,-0.03425361216068268,6.473978042602539,0
kujiale_0092_kujiale_0092_91_1,11,0.5009704232215881,0.2063538283109665,0.49232378602027893,0.1936224102973938,0.016089588403701782,-0.0015194863080978394,6.313138484954834,0
kujiale_0092_kujiale_0092_91_1,12,0.5085022449493408,0.16162338852882385,0.5001975893974304,0.17820577323436737,0.017382174730300903,-0.0050166696310043335,6.189133167266846,0
kujiale_0092_kujiale_0092_91_1,13,0.6258532404899597,0.17756706476211548,0.5451086163520813,0.18184809386730194,0.12488281726837158,-0.028786763548851013,6.054650783538818,0
kujiale_0092_kujiale_0092_91_1,14,0.7545924782752991,0.22795942425727844,0.6296493411064148,0.18904995918273926,0.24609023332595825,0.06633603572845459,5.885472774505615,0
kujiale_0092_kujiale_0092_91_1,15,0.6762225031852722,0.20144912600517273,0.6855561137199402,0.20232520997524261,0.0503692626953125,0.02388206124305725,5.739556312561035,0
kujiale_0092_kujiale_0092_91_1,16,0.6222407817840576,0.2256631702184677,0.684351921081543,0.21835725009441376,-0.13235169649124146,-0.00229625403881073,5.579590320587158,0
kujiale_0092_kujiale_0092_91_1,17,0.6930412650108337,0.22397321462631226,0.6638348698616028,0.21702849864959717,0.016818761825561523,0.022524088621139526,5.42600679397583,0
kujiale_0092_kujiale_0092_91_1,18,0.5590669512748718,0.23578394949436188,0.6247830390930176,0.22847343981266022,-0.06317383050918579,0.010120779275894165,5.26890230178833,0
kujiale_0092_kujiale_0092_91_1,19,0.6233746409416199,0.2374367117881775,0.6251609325408936,0.23239795863628387,-0.06966662406921387,0.013463497161865234,5.116794109344482,0
kujiale_0092_kujiale_0092_91_1,20,0.5569784045219421,0.2374277114868164,0.5798066258430481,0.2368827909231186,-0.0020885467529296875,0.0016437619924545288,4.972304821014404,0
kujiale_0092_kujiale_0092_91_1,21,0.7721675634384155,0.26551198959350586,0.6508402228355408,0.24679213762283325,0.14879292249679565,0.02807527780532837,4.818286418914795,0
kujiale_0092_kujiale_0092_91_1,22,0.6445861458778381,0.19693970680236816,0.6579106450080872,0.23329313099384308,0.087607741355896,-0.04048800468444824,4.711770534515381,0
